Chromosome,Start,End,Name,Start_b,End_b,Name_b,Strand,Distance
chr1,92144170,92146598,426,92148393,92150393,Hdac4,-,1796
chr1,92177891,92181682,427,92148393,92150393,Hdac4,-,27499
chr1,92471999,92474938,428,92473758,92475758,Ndufa10,-,0
chr1,92639706,92642599,429,92641985,92643985,Myeov2,-,0
chr1,92906532,92908449,430,92904989,92906989,Dusp28,+,0
chr1,92909264,92914667,431,92908825,92910825,Rnpepl1,+,0
chr1,92919828,92922047,432,92908825,92910825,Rnpepl1,+,9004
chr1,92933363,92938609,433,92932408,92934408,Capn10,+,0
chr1,92948608,92953533,434,92950590,92952590,9430060I03Rik,-,0
chr1,93159299,93161690,435,93160948,93162948,2310007B03Rik,-,0
chr1,93235410,93236918,436,93233897,93235897,Sned1,+,0
chr1,93304503,93306768,437,93305870,93307870,Mterfd2,-,0
chr1,93342044,93344827,438,93341645,93343645,Ppp1r7,+,0
chr1,93373491,93375488,439,93371896,93373896,Ano7,+,0
chr1,93442018,93446993,440,93476993,93478993,2-Sep,+,30001
chr1,93449564,93449691,441,93476993,93478993,2-Sep,+,27303
chr1,93476364,93481081,442,93476993,93478993,2-Sep,+,0
chr1,93510047,93514378,443,93510104,93512104,Farp2,+,0
chr1,93519900,93522580,444,93510104,93512104,Farp2,+,7797
chr1,93527318,93530706,445,93510104,93512104,Farp2,+,15215
chr1,93566554,93568742,446,93510104,93512104,Farp2,+,54451
chr1,93633249,93636972,447,93635727,93637727,Stk25,-,0
chr1,93649370,93656790,448,93635727,93637727,Stk25,-,11644
chr1,93668006,93670114,449,93683694,93685694,Bok,+,13581
chr1,93684973,93687876,450,93683694,93685694,Bok,+,0
chr1,93693025,93695025,451,93683694,93685694,Bok,+,7332
chr1,93730312,93732769,452,93753033,93755033,Atg4b,+,20265
chr1,93752950,93756531,453,93753033,93755033,Atg4b,+,0
chr1,93800805,93805679,454,93801934,93803934,Dtymk,-,0
chr1,93823581,93827119,455,93823240,93825240,D2hgdh,+,0
chr1,93857268,93864086,456,93859344,93861344,Gal3st2,+,0
chr1,93926358,93931700,457,93916437,93918437,Gm9994,+,7922
chr1,93995900,93997440,458,93988509,93990509,Gm6086,+,5392
chr1,95312735,95315105,459,95311628,95313628,Fam174a,+,0
chr1,95451924,95452077,460,95311628,95313628,Fam174a,+,138297
chr1,97580082,97581700,461,97662018,97664018,D1Ertd622e,-,80319
chr1,97656973,97663139,462,97662018,97664018,D1Ertd622e,-,0
chr1,97704714,97706472,463,97662018,97664018,D1Ertd622e,-,40697
chr1,97767035,97771783,464,97768179,97770179,Gin1,+,0
chr1,98093663,98097068,465,98095632,98097632,Pam,-,0
chr1,100738609,100739244,466,101153768,101155768,Gm20268,+,414525
chr1,102628187,102628350,467,101153768,101155768,Gm20268,+,1472420
chr1,105078573,105081054,468,105356710,105358710,Rnf152,-,275657
chr1,105087767,105090036,469,105356710,105358710,Rnf152,-,266675
chr1,105091266,105094115,470,105356710,105358710,Rnf152,-,262596
chr1,105105404,105107489,471,105356710,105358710,Rnf152,-,249222
chr1,105112790,105116498,472,105356710,105358710,Rnf152,-,240213
chr1,105155384,105159491,473,105356710,105358710,Rnf152,-,197220
chr1,105175429,105179939,474,105356710,105358710,Rnf152,-,176772
chr1,105354370,105357676,475,105356710,105358710,Rnf152,-,0
chr1,105660367,105666688,476,105661861,105663861,2310035C23Rik,+,0
chr1,105746060,105748657,477,105778723,105780723,Tnfrsf11a,+,30067
chr1,105758774,105760907,478,105778723,105780723,Tnfrsf11a,+,17817
chr1,105779641,105784122,479,105778723,105780723,Tnfrsf11a,+,0
chr1,105971175,105972829,480,105988406,105990406,Zcchc2,+,15578
chr1,105988798,105994817,481,105988406,105990406,Zcchc2,+,0
chr1,106170645,106175491,482,106169869,106171869,Phlpp1,+,0
chr1,106427658,106429514,483,106171524,106173524,LOC626049,-,254135
chr1,106476301,106479298,484,106714290,106716290,Bcl2,-,234993
chr1,106585551,106588498,485,106714290,106716290,Bcl2,-,125793
chr1,106711901,106715337,486,106714290,106716290,Bcl2,-,0
chr1,106755910,106760923,487,106759742,106761742,Kdsr,-,0
chr1,106794330,106799686,488,106796725,106798725,Vps4b,-,0
chr1,106874759,106877151,489,106859180,106861180,Serpinb5,+,13580
chr1,118309289,118312100,490,118311132,118313132,Tsn,-,0
chr1,118321061,118323741,491,118319843,118321843,Mki67ip,+,0
chr1,118387517,118390958,492,118387058,118389058,Clasp1,+,0
chr1,118457409,118460401,493,118459265,118461265,2900060B14Rik,-,0
chr1,118627196,118630897,494,118625945,118627945,Tfcp2l1,+,0
chr1,119502454,119505827,495,119504782,119506782,Ralb,-,0
chr1,119521641,119527178,496,119524154,119526154,Tmem185b,+,0
chr1,119647312,119649774,497,119649000,119651000,Epb4.1l5,-,0
chr1,119835550,119838092,498,119837071,119839071,Ptpn4,-,0
chr1,119911914,119914343,499,119913168,119915168,Tmem177,-,0
chr1,120072236,120075558,500,120073780,120075780,Tmem37,-,0
chr1,120082424,120085673,501,120073780,120075780,Tmem37,-,6645
chr1,120090019,120092494,502,120073780,120075780,Tmem37,-,14240
chr1,120115845,120123036,503,120119187,120121187,3110009E18Rik,+,0
chr1,120264090,120266252,504,120271082,120273082,Steap3,-,4831
chr1,121325926,121329599,505,121332580,121334580,Insig2,-,2982
chr1,121430243,121433080,506,121429067,121431067,Ccdc93,+,0
chr1,121460808,121466140,507,121429067,121431067,Ccdc93,+,29742
chr1,121483382,121485231,508,121528465,121530465,Htr5b,-,43235
chr1,121566500,121568452,509,121567980,121569980,Ddx18,-,0
chr1,122356974,122357473,510,121567980,121569980,Ddx18,-,786995
chr1,125429117,125437006,511,125435727,125437727,Actr3,-,0
chr1,125449493,125451299,512,125435727,125437727,Actr3,-,11767
chr1,125481169,125483355,513,125435727,125437727,Actr3,-,43443
chr1,125518522,125520681,514,125559016,125561016,Slc35f5,+,38336
chr1,125525212,125528449,515,125559016,125561016,Slc35f5,+,30568
chr1,125548834,125552750,516,125559016,125561016,Slc35f5,+,6267
chr1,125559154,125562605,517,125559016,125561016,Slc35f5,+,0
chr1,125662019,125663893,518,125674996,125676996,Gpr39,+,11104
chr1,125676420,125680170,519,125674996,125676996,Gpr39,+,0
chr1,125693038,125695254,520,125674996,125676996,Gpr39,+,16043
chr1,125700309,125701982,521,125674996,125676996,Gpr39,+,23314
chr1,126602775,126605556,522,126830632,126832632,Nckap5,-,225077
chr1,126649498,126653509,523,126830632,126832632,Nckap5,-,177124
chr1,126674782,126678873,524,126830632,126832632,Nckap5,-,151760
chr1,126718723,126720887,525,126830632,126832632,Nckap5,-,109746
chr1,126735732,126739024,526,126830632,126832632,Nckap5,-,91609
chr1,126829785,126831305,527,126830632,126832632,Nckap5,-,0
chr1,127203834,127209014,528,127202986,127204986,Mgat5,+,0
chr1,127232524,127234352,529,127202986,127204986,Mgat5,+,27539
chr1,127247432,127253186,530,127202986,127204986,Mgat5,+,42447
chr1,127256045,127258897,531,127202986,127204986,Mgat5,+,51060
chr1,127269012,127271861,532,127202986,127204986,Mgat5,+,64027
chr1,127395599,127398582,533,127202986,127204986,Mgat5,+,190614
chr1,127772701,127777578,534,127772164,127774164,Ccnt2,+,0
chr1,127868240,127870103,535,127866773,127868773,Rab3gap1,+,0
chr1,128101617,128105446,536,128101306,128103306,R3hdm1,+,0
chr1,128243403,128246468,537,128242181,128244181,Ubxn4,+,0
chr1,128323544,128328666,538,128328318,128330318,Lct,-,0
chr1,128356708,128360773,539,128359656,128361656,Mcm6,-,0
chr1,128415230,128418043,540,128417416,128419416,Dars,-,0
chr1,130421215,130423577,541,130422999,130424999,Daf2,-,0
chr1,130460740,130463876,542,130462740,130464740,Cd55,-,0
chr1,130484562,130487307,543,130462740,130464740,Cd55,-,19823
chr1,130514356,130516256,544,130462740,130464740,Cd55,-,49617
chr1,130714290,130719209,545,130715327,130717327,Yod1,+,0
chr1,130731415,130736540,546,130729976,130731976,AA986860,+,0
chr1,130759084,130765290,547,130729976,130731976,AA986860,+,27109
chr1,130769687,130771749,548,130798902,130800902,Fcamr,+,27154
chr1,130797511,130799556,549,130798902,130800902,Fcamr,+,0
chr1,130820578,130822311,550,130824684,130826684,Pigr,+,2374
chr1,130824849,130832849,551,130824684,130826684,Pigr,+,0
chr1,131095159,131098635,552,131097543,131099543,Mapkapk2,-,0
chr1,131136894,131139716,553,131138234,131140234,Dyrk3,-,0
chr1,131152263,131154941,554,131151207,131153207,Eif2d,+,0
chr1,131198294,131200648,555,131245178,131247178,Rassf5,-,44531
chr1,131244443,131247197,556,131245178,131247178,Rassf5,-,0
chr1,131274474,131275827,557,131279563,131281563,Ikbke,-,3737
chr1,131277453,131281449,558,131279563,131281563,Ikbke,-,0
chr1,131525302,131529258,559,131525989,131527989,Fam72a,+,0
chr1,131797045,131799412,560,131795395,131797395,Pm20d1,+,0
chr1,131827010,131829028,561,131826012,131828012,Slc41a1,+,0
chr1,131867052,131868456,562,131865277,131867277,Rab7l1,+,0
chr1,131909642,131912545,563,131908458,131910458,Nucks1,+,0
chr1,132006306,132012857,564,132005605,132007605,Elk4,+,0
chr1,132054420,132056381,565,132068062,132070062,Mfsd4,-,11682
chr1,132060873,132062976,566,132068062,132070062,Mfsd4,-,5087
chr1,132066461,132068644,567,132068062,132070062,Mfsd4,-,0
chr1,132124387,132129026,568,132139685,132141685,Cdk18,-,10660
chr1,132132996,132134630,569,132139685,132141685,Cdk18,-,5056
chr1,132136240,132140529,570,132139685,132141685,Cdk18,-,0
chr1,132148712,132153214,571,132139685,132141685,Cdk18,-,7028
chr1,132297444,132299790,572,132296626,132298626,Klhdc8a,+,0
chr1,132315937,132321619,573,132314125,132316125,Nuak2,+,0
chr1,132416670,132419131,574,132415453,132417453,Dstyk,+,0
chr1,132476084,132479234,575,132475367,132477367,Rbbp5,+,0
chr1,133023532,133026665,576,133025348,133027348,Mdm4,-,0
chr1,133032944,133034656,577,133025348,133027348,Mdm4,-,5597
chr1,133044182,133052432,578,133044012,133046012,Pik3c2b,+,0
chr1,133053973,133060129,579,133044012,133046012,Pik3c2b,+,7962
chr1,133082176,133086645,580,133044012,133046012,Pik3c2b,+,36165
chr1,133089821,133094702,581,133129166,133131166,Ppp1r15b,+,34465
chr1,133101943,133104765,582,133129166,133131166,Ppp1r15b,+,24402
chr1,133122743,133125599,583,133129166,133131166,Ppp1r15b,+,3568
chr1,133128878,133136796,584,133129166,133131166,Ppp1r15b,+,0
chr1,133145519,133147138,585,133129166,133131166,Ppp1r15b,+,14354
chr1,133161361,133169103,586,133129166,133131166,Ppp1r15b,+,30196
chr1,133189634,133191637,587,133244097,133246097,Plekha6,+,52461
chr1,133203708,133207039,588,133244097,133246097,Plekha6,+,37059
chr1,133220416,133223678,589,133244097,133246097,Plekha6,+,20420
chr1,133244192,133247981,590,133244097,133246097,Plekha6,+,0
chr1,133283729,133288513,591,133269808,133271808,Gm19461,-,11922
chr1,133308399,133313128,592,133307823,133309823,Golt1a,+,0
chr1,133346842,133349093,593,133348566,133350566,Ren2,+,0
chr1,133362681,133365333,594,133361572,133363572,Etnk2,+,0
chr1,133416703,133424732,595,133424212,133426212,Sox13,-,0
chr1,133430458,133432573,596,133424212,133426212,Sox13,-,4247
chr1,133437167,133438831,597,133424212,133426212,Sox13,-,10956
chr1,133451080,133455139,598,133424212,133426212,Sox13,-,24869
chr1,133492434,133493943,599,133424212,133426212,Sox13,-,66223
chr1,133594226,133596409,600,133610280,133612280,Snrpe,-,13872
chr1,133608510,133611196,601,133610280,133612280,Snrpe,-,0
chr1,133658904,133662220,602,133660885,133662885,Zbed6,-,0
chr1,133668881,133671607,603,133661380,133663380,Zc3h11a,-,5502
chr1,133693577,133695380,604,133690016,133692016,Lax1,-,1562
chr1,134054248,134057477,605,134035515,134037515,Fmod,+,16734
chr1,134059753,134063218,606,134079155,134081155,Btg2,-,15938
chr1,134070119,134073298,607,134079155,134081155,Btg2,-,5858
chr1,134074513,134081776,608,134079155,134081155,Btg2,-,0
chr1,134085370,134089455,609,134079155,134081155,Btg2,-,4216
chr1,134091154,134094550,610,134079155,134081155,Btg2,-,10000
chr1,134094735,134100488,611,134109242,134111242,Chit1,+,8755
chr1,134216730,134218136,612,134235431,134237431,Adora1,-,17296
chr1,134298411,134299962,613,134288004,134290004,Myog,+,8408
chr1,134356950,134363151,614,134361999,134363999,Tmem183a,-,0
chr1,134405203,134406977,615,134403990,134405990,Cyb5r1,+,0
chr1,134414053,134418125,616,134413467,134415467,Adipor1,+,0
chr1,134420970,134422339,617,134413467,134415467,Adipor1,+,5504
chr1,134454106,134456929,618,134453555,134455555,Klhl12,+,0
chr1,134493552,134497538,619,134492660,134494660,Rabif,+,0
chr1,134512701,134514355,620,134492660,134494660,Rabif,+,18042
chr1,134519851,134523711,621,134547022,134549022,4931440L10Rik,-,23312
chr1,134556283,134557119,622,134558178,134560178,Kdm5b,+,1060
chr1,134559367,134562403,623,134558178,134560178,Kdm5b,+,0
chr1,134954491,134956504,624,134955940,134957940,Ppp1r12b,-,0
chr1,134961194,134964525,625,134960577,134962577,Ube2t,+,0
chr1,135145969,135149591,626,135144834,135146834,Arl8a,+,0
chr1,135180342,135184760,627,135167681,135169681,Gpr37l1,-,10662
chr1,135196423,135200566,628,135167681,135169681,Gpr37l1,-,26743
chr1,135203711,135206800,629,135167681,135169681,Gpr37l1,-,34031
chr1,135226212,135229030,630,135258472,135260472,Elf3,-,29443
chr1,135233630,135236182,631,135258472,135260472,Elf3,-,22291
chr1,135250908,135259431,632,135258472,135260472,Elf3,-,0
chr1,135264596,135269166,633,135258472,135260472,Elf3,-,4125
chr1,135279322,135285035,634,135284084,135286084,Rnpep,-,0
chr1,135312126,135314619,635,135313737,135315737,Timm17a,-,0
chr1,135368071,135369363,636,135375063,135377063,Shisa4,-,5701
chr1,135428991,135431131,637,135430491,135432491,Ipo9,-,0
chr1,135508130,135511308,638,135585355,135587355,Nav1,-,74048
chr1,135687017,135688783,639,135727197,135729197,Csrp1,+,38415
chr1,135728231,135730124,640,135727197,135729197,Csrp1,+,0
chr1,135792518,135795575,641,135797421,135799421,Tnni1,+,1847
chr1,135808664,135815645,642,135816598,135818598,Lad1,+,954
chr1,135817569,135825191,643,135816598,135818598,Lad1,+,0
chr1,135916134,135919614,644,135919024,135921024,Pkp1,-,0
chr1,136017397,136019323,645,136006342,136008342,Igfn1,-,9056
chr1,136118776,136121401,646,136129401,136131401,Kif21b,+,8001
chr1,136125678,136127818,647,136129401,136131401,Kif21b,+,1584
chr1,136130703,136137938,648,136129401,136131401,Kif21b,+,0
chr1,136139746,136141138,649,136131183,136133183,6530439I21,-,6564
chr1,136172231,136175904,650,136131183,136133183,6530439I21,-,39049
chr1,136218506,136222226,651,136234280,136236280,5730559C18Rik,-,12055
chr1,136227663,136235131,652,136234280,136236280,5730559C18Rik,-,0
chr1,136344766,136346746,653,136346104,136348104,Camsap2,-,0
chr1,136414465,136416223,654,136413271,136415271,Ddx59,+,0
chr1,136465701,136467487,655,136465958,136467958,Kif14,+,0
chr1,136623875,136626734,656,136622901,136624901,Zfp281,+,0
chr1,136894869,136896922,657,136960448,136962448,Nr5a2,-,63527
chr1,136909867,136911265,658,136960448,136962448,Nr5a2,-,49184
chr1,136945229,136950393,659,136960448,136962448,Nr5a2,-,10056
chr1,136956989,136960833,660,136960448,136962448,Nr5a2,-,0
chr1,137897996,137901612,661,137964455,137966455,Mir181a-1,+,62844
chr1,138617218,138620492,662,138619696,138621696,Nek7,-,0
chr1,138855705,138857171,663,138856854,138858854,2310009B15Rik,-,0
chr1,138927930,138929646,664,138961709,138963709,Dennd1b,+,32064
chr1,138961546,138966720,665,138961709,138963709,Dennd1b,+,0
chr1,139421267,139423630,666,139420383,139422383,Zbtb41,+,0
chr1,139453874,139455973,667,139452773,139454773,Aspm,+,0
chr1,140408646,140410533,668,140244257,140246257,Kcnt2,+,162390
chr1,143700131,143704023,669,143702684,143704684,Cdc73,-,0
chr1,143738315,143741233,670,143737349,143739349,Glrx2,+,0
chr1,143776077,143779451,671,143775278,143777278,Uchl5,+,0
chr1,144000817,144005381,672,144004149,144006149,Rgs2,-,0
chr1,149960491,149961613,673,149961284,149963284,Pla2g4a,-,0
chr1,150391150,150396073,674,150390838,150392838,Tpr,+,0
chr1,151129465,151132909,675,151136034,151138034,C730036E19Rik,+,3126
chr1,151165743,151169683,676,151136034,151138034,C730036E19Rik,+,27710
chr1,151177269,151179059,677,151136034,151138034,C730036E19Rik,+,39236
chr1,151263237,151265614,678,151342498,151344498,Ivns1abp,+,76885
chr1,151289146,151290733,679,151342498,151344498,Ivns1abp,+,51766
chr1,151295585,151297984,680,151342498,151344498,Ivns1abp,+,44515
chr1,151341436,151349431,681,151342498,151344498,Ivns1abp,+,0
chr1,151426128,151431280,682,151426648,151428648,1190005F20Rik,+,0
chr1,151498607,151501887,683,151500823,151502823,Rnf2,-,0
chr1,151752200,151757469,684,151753374,151755374,Edem3,+,0
chr1,152038662,152041883,685,152090320,152092320,1700025G04Rik,-,48438
chr1,152084195,152085820,686,152090320,152092320,1700025G04Rik,-,4501
chr1,152088320,152091601,687,152090320,152092320,1700025G04Rik,-,0
chr1,152385651,152386966,688,152386682,152388682,Tsen15,-,0
chr1,152765705,152768951,689,152764542,152766542,Arpc5,+,0
chr1,152807326,152808730,690,152805890,152807890,Ncf2,+,0
chr1,152900103,152905505,691,152902646,152904646,Smg7,-,0
chr1,153184668,153186761,692,153186447,153188447,Lamc2,-,0
chr1,153330950,153334109,693,153332786,153334786,Lamc1,-,0
chr1,153484480,153488525,694,153487660,153489660,Dhx9,-,0
chr1,153548259,153550362,695,153549714,153551714,Npl,-,0
chr1,153751090,153753867,696,153747426,153749426,Rnasel,+,1665
chr1,153768021,153771517,697,153747426,153749426,Rnasel,+,18596
chr1,153898846,153901921,698,153897945,153899945,Glul,+,0
chr1,154117105,154118803,699,154199187,154201187,Zfp648,+,80385
chr1,155027331,155029440,700,155099636,155101636,Ier5,-,70197
chr1,155055682,155059447,701,155099636,155101636,Ier5,-,40190
chr1,155062730,155066222,702,155099636,155101636,Ier5,-,33415
chr1,155082552,155087978,703,155099636,155101636,Ier5,-,11659
chr1,155093075,155100300,704,155099636,155101636,Ier5,-,0
chr1,155157746,155159794,705,155156703,155158703,Stx6,+,0
chr1,155201050,155202926,706,155156703,155158703,Stx6,+,42348
chr1,155415213,155418559,707,155417444,155419444,Xpr1,-,0
chr1,155557527,155559458,708,155556120,155558120,Acbd6,+,0
chr1,155809409,155814018,709,155812899,155814899,Qsox1,-,0
chr1,155970325,155975052,710,155973255,155975255,Cep350,-,0
chr1,156034148,156038910,711,156033664,156035664,Tor1aip2,+,0
chr1,156040553,156043875,712,156036480,156038480,Tor1aip1,-,2074
chr1,156420250,156422315,713,156474328,156476328,Soat1,-,52014
chr1,156472637,156474772,714,156474328,156476328,Soat1,-,0
chr1,156558043,156560267,715,156556787,156558787,Abl2,+,0
chr1,156672525,156675150,716,156674339,156676339,Tor3a,-,0
chr1,156714832,156720517,717,156718910,156720910,Fam20b,-,0
chr1,156731937,156735064,718,156718910,156720910,Fam20b,-,11028
chr1,156936416,156941925,719,156939626,156941626,Ralgps2,-,0
chr1,156955835,156958411,720,156939626,156941626,Ralgps2,-,14210
chr1,156977243,156980353,721,156939626,156941626,Ralgps2,-,35618
chr1,156988991,156992689,722,156939626,156941626,Ralgps2,-,47366
chr1,157008109,157010505,723,156939626,156941626,Ralgps2,-,66484
chr1,157084517,157085241,724,157108645,157110645,1700057K13Rik,-,23405
chr1,157253471,157254954,725,157108645,157110645,1700057K13Rik,-,142827
chr1,157410446,157413540,726,157410352,157412352,2810025M15Rik,+,0
chr1,157524360,157528499,727,157504796,157506796,Sec16b,+,17565
chr1,157877226,157877377,728,157504796,157506796,Sec16b,+,370431
chr1,159231193,159235252,729,159230326,159232326,Rfwd2,+,0
chr1,159248359,159251635,730,159230326,159232326,Rfwd2,+,16034
chr1,160043553,160045357,731,160042380,160044380,4930523C07Rik,+,0
chr1,160194861,160196867,732,160193260,160195260,Mrps14,+,0
chr1,160210217,160214238,733,160212892,160214892,Cacybp,-,0
chr1,160241527,160243812,734,160212892,160214892,Cacybp,-,26636
chr1,160305322,160310847,735,160212892,160214892,Cacybp,-,90431
chr1,160790893,160793826,736,160792938,160794938,Rabgap1l,-,0
chr1,160904704,160909786,737,160904411,160906411,Rc3h1,+,0
chr1,161033326,161039035,738,161033166,161035166,Gas5,+,0
chr1,161069322,161076847,739,161068892,161070892,Cenpl,+,0
chr1,161129043,161132398,740,161131479,161133479,Klhl20,-,0
chr1,161194672,161196765,741,161159314,161161314,4930469G21Rik,-,33359
chr1,161248170,161251965,742,161251166,161253166,Prdx6,-,0
chr1,161726778,161727914,743,161788495,161790495,Fasl,-,60582
chr1,161765198,161767880,744,161788495,161790495,Fasl,-,20616
chr1,161874294,161878044,745,161876661,161878661,AI848100,-,0
chr1,161968428,161970587,746,161967188,161969188,Pigc,+,0
chr1,162039992,162042000,747,162002969,162004969,2810442N19Rik,+,35024
chr1,162546600,162549688,748,162548345,162550345,Mettl13,-,0
