Chromosome,Start,End,Name,Start_b,End_b,Name_b,Score,Strand,Distance
chr1,82724126,82726267,401,82722918,82724918,Mff,.,+,0
chr1,82764148,82768572,402,82768456,82770456,Tm4sf20,.,-,0
chr1,82781253,82788290,403,82768456,82770456,Tm4sf20,.,-,10798
chr1,82814932,82817593,404,82837483,82839483,Agfg1,.,+,19891
chr1,82838750,82841134,405,82837483,82839483,Agfg1,.,+,0
chr1,82988844,82993710,406,83038448,83040448,Slc19a3,.,-,44739
chr1,84359831,84364149,407,84284645,84286645,Pid1,.,-,73187
chr1,84825484,84826474,408,84837841,84839841,Fbxo36,.,+,11368
chr1,84837085,84841449,409,84837841,84839841,Fbxo36,.,+,0
chr1,84847004,84849166,410,84839304,84841304,Trip12,.,-,5701
chr1,85777298,85780445,411,85791447,85793447,Cab39,.,+,11003
chr1,85792863,85796411,412,85791447,85793447,Cab39,.,+,0
chr1,85894521,85896164,413,85892510,85894510,Itm2c,.,+,12
chr1,85948481,85949904,414,85961055,85963055,Gpr55,.,-,11152
chr1,85958061,85961103,415,85961055,85963055,Gpr55,.,-,0
chr1,85981328,85983577,416,85961055,85963055,Gpr55,.,-,18274
chr1,86036827,86042228,417,86043863,86045863,2810459M11Rik,.,+,1636
chr1,86045155,86048200,418,86043863,86045863,2810459M11Rik,.,+,0
chr1,86054960,86057612,419,86062619,86064619,Psmd1,.,+,5008
chr1,86063691,86066197,420,86062619,86064619,Psmd1,.,+,0
chr1,86268427,86270335,421,86301221,86303221,B3gnt7,.,+,30887
chr1,86303108,86304102,422,86301221,86303221,B3gnt7,.,+,0
chr1,86358005,86361290,423,86356327,86358327,Snord82,.,-,0
chr1,86432823,86436531,424,86424329,86426329,1700019O17Rik,.,+,6495
chr1,86440004,86443785,425,86424329,86426329,1700019O17Rik,.,+,13676
chr1,86471729,86474014,426,86424329,86426329,1700019O17Rik,.,+,45401
chr1,86479275,86480536,427,86524736,86526736,Ptma,.,+,44201
chr1,86487619,86490995,428,86524736,86526736,Ptma,.,+,33742
chr1,86496786,86499046,429,86524736,86526736,Ptma,.,+,25691
chr1,86501690,86505547,430,86524736,86526736,Ptma,.,+,19190
chr1,86524193,86530098,431,86524736,86526736,Ptma,.,+,0
chr1,86581436,86583152,432,86582501,86584501,Pde6d,.,-,0
chr1,86586318,86588006,433,86585100,86587100,Cops7b,.,+,0
chr1,86599658,86601494,434,86585100,86587100,Cops7b,.,+,12559
chr1,86632115,86633511,435,86670573,86672573,Nppc,.,-,37063
chr1,86703013,86705194,436,86701804,86703804,Dis3l2,.,+,0
chr1,87097972,87103771,437,87101606,87103606,Alpi,.,-,0
chr1,87106875,87109675,438,87101606,87103606,Alpi,.,-,3270
chr1,87212982,87215876,439,87211914,87213914,Eif4e2,.,+,0
chr1,87308153,87310152,440,87324998,87326998,Gigyf2,.,+,14847
chr1,87314791,87318443,441,87324998,87326998,Gigyf2,.,+,6556
chr1,87326186,87329649,442,87324998,87326998,Gigyf2,.,+,0
chr1,87385689,87386591,443,87394729,87396729,Kcnj13,.,-,8139
chr1,87393019,87398408,444,87394729,87396729,Kcnj13,.,-,0
chr1,87550143,87555932,445,87572027,87574027,Neu2,.,+,16096
chr1,87571787,87577707,446,87572027,87574027,Neu2,.,+,0
chr1,87578581,87579874,447,87573870,87575870,Ngef,.,-,2712
chr1,87755006,87757805,448,87754011,87756011,Atg16l1,.,+,0
chr1,87847547,87850044,449,87851287,87853287,Dgkd,.,+,1244
chr1,87852154,87855155,450,87851287,87853287,Dgkd,.,+,0
chr1,87889772,87892780,451,87851287,87853287,Dgkd,.,+,36486
chr1,87905912,87911650,452,87851287,87853287,Dgkd,.,+,52626
chr1,88007348,88009242,453,88008551,88010551,Usp40,.,-,0
chr1,88012694,88014837,454,88008551,88010551,Usp40,.,-,2144
chr1,88084602,88088468,455,88093001,88095001,Ugt1a7c,.,+,4534
chr1,88093958,88098986,456,88093001,88095001,Ugt1a7c,.,+,0
chr1,88187778,88188697,457,88198611,88200611,Ugt1a2,.,+,9915
chr1,88206118,88207022,458,88205748,88207748,Dnajb3,.,-,0
chr1,88211331,88217231,459,88209959,88211959,Ugt1a1,.,+,0
chr1,88217995,88222607,460,88225020,88227020,Heatr7b1,.,+,2414
chr1,88273778,88281714,461,88277557,88279557,A730008H23Rik,.,-,0
chr1,88286763,88289498,462,88277579,88279579,Hjurp,.,-,7185
chr1,88308940,88310892,463,88304712,88306712,Trpm8,.,+,2229
chr1,89014765,89016694,464,89014113,89016113,1700067G17Rik,.,+,0
chr1,89024412,89027452,465,89014113,89016113,1700067G17Rik,.,+,8300
chr1,89069273,89072844,466,89068462,89070462,Sh3bp4,.,+,0
chr1,89125271,89126850,467,89068462,89070462,Sh3bp4,.,+,54810
chr1,89181861,89185472,468,89068462,89070462,Sh3bp4,.,+,111400
chr1,89188663,89189837,469,89068462,89070462,Sh3bp4,.,+,118202
chr1,89453792,89456811,470,89452811,89454811,Agap1,.,+,0
chr1,89473338,89477200,471,89452811,89454811,Agap1,.,+,18528
chr1,89477253,89478493,472,89452811,89454811,Agap1,.,+,22443
chr1,89479612,89481358,473,89452811,89454811,Agap1,.,+,24802
chr1,89481510,89482044,474,89452811,89454811,Agap1,.,+,26700
chr1,89508853,89510931,475,89452811,89454811,Agap1,.,+,54043
chr1,90602549,90604618,476,90601425,90603425,Cops8,.,+,0
chr1,90909580,90911325,477,90913100,90915100,Mlph,.,+,1776
chr1,90914545,90916338,478,90913100,90915100,Mlph,.,+,0
chr1,90925504,90928429,479,90913100,90915100,Mlph,.,+,10405
chr1,90965714,90971394,480,90969620,90971620,Rab17,.,-,0
chr1,91023380,91025079,481,90996727,90998727,Lrrfip1,.,+,24654
chr1,91040937,91043346,482,90996727,90998727,Lrrfip1,.,+,42211
chr1,91053136,91055558,483,90996727,90998727,Lrrfip1,.,+,54410
chr1,91079179,91081686,484,91143103,91145103,Rbm44,.,+,61418
chr1,91239694,91241619,485,91248319,91250319,Ube2f,.,+,6701
chr1,91247594,91254240,486,91248319,91250319,Ube2f,.,+,0
chr1,91297480,91300085,487,91296338,91298338,Scly,.,+,0
chr1,91365914,91368129,488,91364430,91366430,Fam132b,.,+,0
chr1,91389940,91391900,489,91398783,91400783,Ilkap,.,-,6884
chr1,91397623,91399753,490,91398783,91400783,Ilkap,.,-,0
chr1,91412053,91414709,491,91413222,91415222,Hes6,.,-,0
chr1,91441746,91444401,492,91459328,91461328,Per2,.,-,14928
chr1,91454979,91459495,493,91459328,91461328,Per2,.,-,0
chr1,91463558,91464658,494,91459328,91461328,Per2,.,-,2231
chr1,91464733,91465405,495,91459328,91461328,Per2,.,-,3406
chr1,91539717,91541485,496,91538565,91540565,Asb1,.,+,0
chr1,91998596,92000941,497,92148393,92150393,Hdac4,.,-,147453
chr1,92014935,92017137,498,92148393,92150393,Hdac4,.,-,131257
chr1,92082211,92087689,499,92148393,92150393,Hdac4,.,-,60705
chr1,92112094,92115195,500,92148393,92150393,Hdac4,.,-,33199
chr1,92143193,92147301,501,92148393,92150393,Hdac4,.,-,1093
chr1,92178382,92181727,502,92148393,92150393,Hdac4,.,-,27990
chr1,92472688,92474936,503,92473758,92475758,Ndufa10,.,-,0
chr1,92640339,92642322,504,92641985,92643985,Myeov2,.,-,0
chr1,92906758,92908203,505,92904989,92906989,Dusp28,.,+,0
chr1,92909449,92913258,506,92908825,92910825,Rnpepl1,.,+,0
chr1,92919526,92922252,507,92908825,92910825,Rnpepl1,.,+,8702
chr1,92933398,92936730,508,92932408,92934408,Capn10,.,+,0
chr1,92948414,92954534,509,92950590,92952590,9430060I03Rik,.,-,0
chr1,92988977,92991261,510,93004334,93006334,Aqp12,.,+,13074
chr1,93137262,93139465,511,93133276,93135276,Agxt,.,+,1987
chr1,93156444,93161650,512,93160948,93162948,2310007B03Rik,.,-,0
chr1,93304746,93306578,513,93305870,93307870,Mterfd2,.,-,0
chr1,93342054,93344452,514,93341645,93343645,Ppp1r7,.,+,0
chr1,93443450,93446755,515,93476993,93478993,Sept2,.,+,30239
chr1,93462392,93464078,516,93476993,93478993,Sept2,.,+,12916
chr1,93476562,93481210,517,93476993,93478993,Sept2,.,+,0
chr1,93510771,93513500,518,93510104,93512104,Farp2,.,+,0
chr1,93520712,93522977,519,93510104,93512104,Farp2,.,+,8609
chr1,93566120,93569073,520,93510104,93512104,Farp2,.,+,54017
chr1,93633369,93637224,521,93635727,93637727,Stk25,.,-,0
chr1,93652387,93656847,522,93635727,93637727,Stk25,.,-,14661
chr1,93667907,93669945,523,93683694,93685694,Bok,.,+,13750
chr1,93684907,93688434,524,93683694,93685694,Bok,.,+,0
chr1,93692234,93696236,525,93683694,93685694,Bok,.,+,6541
chr1,93730897,93732337,526,93753033,93755033,Atg4b,.,+,20697
chr1,93752992,93756470,527,93753033,93755033,Atg4b,.,+,0
chr1,93801365,93801915,528,93801934,93803934,Dtymk,.,-,20
chr1,93803087,93805670,529,93801934,93803934,Dtymk,.,-,0
chr1,93823186,93826832,530,93823240,93825240,D2hgdh,.,+,0
chr1,93859411,93863546,531,93859344,93861344,Gal3st2,.,+,0
chr1,93926612,93931580,532,93916437,93918437,Gm9994,.,+,8176
chr1,94080601,94083282,533,94052553,94054553,Pdcd1,.,-,26049
chr1,95312692,95314840,534,95311628,95313628,Fam174a,.,+,0
chr1,97657162,97662152,535,97662018,97664018,D1Ertd622e,.,-,0
chr1,97703589,97704714,536,97662018,97664018,D1Ertd622e,.,-,39572
chr1,97704893,97706128,537,97662018,97664018,D1Ertd622e,.,-,40876
chr1,97767101,97771864,538,97768179,97770179,Gin1,.,+,0
chr1,98035745,98039183,539,98047793,98049793,B230216N24Rik,.,-,8611
chr1,98092785,98096923,540,98095632,98097632,Pam,.,-,0
chr1,105040379,105042878,541,104766819,104768819,Cdh20,.,+,271561
chr1,105047695,105049777,542,104766819,104768819,Cdh20,.,+,278877
chr1,105078691,105080888,543,105356710,105358710,Rnf152,.,-,275823
chr1,105089149,105090119,544,105356710,105358710,Rnf152,.,-,266592
chr1,105091926,105093376,545,105356710,105358710,Rnf152,.,-,263335
chr1,105113433,105116228,546,105356710,105358710,Rnf152,.,-,240483
chr1,105125675,105127991,547,105356710,105358710,Rnf152,.,-,228720
chr1,105155371,105160890,548,105356710,105358710,Rnf152,.,-,195821
chr1,105168321,105171400,549,105356710,105358710,Rnf152,.,-,185311
chr1,105174969,105179958,550,105356710,105358710,Rnf152,.,-,176753
chr1,105354971,105357811,551,105356710,105358710,Rnf152,.,-,0
chr1,105660760,105665986,552,105661861,105663861,2310035C23Rik,.,+,0
chr1,105736852,105741209,553,105778723,105780723,Tnfrsf11a,.,+,37515
chr1,105745144,105749625,554,105778723,105780723,Tnfrsf11a,.,+,29099
chr1,105758019,105761332,555,105778723,105780723,Tnfrsf11a,.,+,17392
chr1,105779688,105784135,556,105778723,105780723,Tnfrsf11a,.,+,0
chr1,105864940,105867226,557,105778723,105780723,Tnfrsf11a,.,+,84218
chr1,105971123,105972877,558,105988406,105990406,Zcchc2,.,+,15530
chr1,105989472,105995298,559,105988406,105990406,Zcchc2,.,+,0
chr1,106170624,106174065,560,106169869,106171869,Phlpp1,.,+,0
chr1,106192595,106194895,561,106171524,106173524,LOC626049,.,-,19072
chr1,106277695,106280562,562,106171524,106173524,LOC626049,.,-,104172
chr1,106424973,106429800,563,106171524,106173524,LOC626049,.,-,251450
chr1,106448519,106452986,564,106714290,106716290,Bcl2,.,-,261305
chr1,106476800,106477900,565,106714290,106716290,Bcl2,.,-,236391
chr1,106478020,106479445,566,106714290,106716290,Bcl2,.,-,234846
chr1,106712768,106715182,567,106714290,106716290,Bcl2,.,-,0
chr1,106755791,106761321,568,106759742,106761742,Kdsr,.,-,0
chr1,106794313,106799020,569,106796725,106798725,Vps4b,.,-,0
chr1,106874795,106877599,570,106859180,106861180,Serpinb5,.,+,13616
chr1,109563179,109564022,571,109981737,109983737,Cdh7,.,+,417716
chr1,113100104,113100801,572,111864918,111866918,Dsel,.,-,1233187
chr1,113488729,113490763,573,111864918,111866918,Dsel,.,-,1621812
chr1,115974919,115975906,574,115683137,115685137,Cntnap5a,.,+,289783
chr1,118309744,118312402,575,118311132,118313132,Tsn,.,-,0
chr1,118321050,118323203,576,118319843,118321843,Mki67ip,.,+,0
chr1,118387415,118390882,577,118387058,118389058,Clasp1,.,+,0
chr1,118457915,118460615,578,118459265,118461265,2900060B14Rik,.,-,0
chr1,118594336,118599056,579,118625945,118627945,Tfcp2l1,.,+,26890
chr1,118627066,118631444,580,118625945,118627945,Tfcp2l1,.,+,0
chr1,118647026,118651571,581,118625945,118627945,Tfcp2l1,.,+,19082
chr1,119503063,119505891,582,119504782,119506782,Ralb,.,-,0
chr1,119523065,119527277,583,119524154,119526154,Tmem185b,.,+,0
chr1,119647248,119649730,584,119649000,119651000,Epb4.1l5,.,-,0
chr1,119836067,119837580,585,119837071,119839071,Ptpn4,.,-,0
chr1,119903887,119904790,586,119913168,119915168,Tmem177,.,-,8379
chr1,119911730,119913972,587,119913168,119915168,Tmem177,.,-,0
chr1,120072683,120074531,588,120073780,120075780,Tmem37,.,-,0
chr1,120081787,120086079,589,120073780,120075780,Tmem37,.,-,6008
chr1,120089433,120093435,590,120073780,120075780,Tmem37,.,-,13654
chr1,120118614,120123219,591,120119187,120121187,3110009E18Rik,.,+,0
chr1,120135374,120137569,592,120121096,120123096,Dbi,.,-,12279
chr1,120264391,120266199,593,120271082,120273082,Steap3,.,-,4884
chr1,121325474,121329111,594,121332580,121334580,Insig2,.,-,3470
chr1,121348667,121349247,595,121332580,121334580,Insig2,.,-,14088
chr1,121350172,121351931,596,121332580,121334580,Insig2,.,-,15593
chr1,121430448,121433485,597,121429067,121431067,Ccdc93,.,+,0
chr1,121462184,121466004,598,121429067,121431067,Ccdc93,.,+,31118
chr1,121566856,121568459,599,121567980,121569980,Ddx18,.,-,0
chr1,122357133,122357347,600,121567980,121569980,Ddx18,.,-,787154
chr1,122847227,122848012,601,124045559,124047559,Dpp10,.,-,1197548
chr1,125429421,125436750,602,125435727,125437727,Actr3,.,-,0
chr1,125448635,125452669,603,125435727,125437727,Actr3,.,-,10909
chr1,125481652,125483724,604,125435727,125437727,Actr3,.,-,43926
chr1,125487054,125490298,605,125435727,125437727,Actr3,.,-,49328
chr1,125513574,125515706,606,125559016,125561016,Slc35f5,.,+,43311
chr1,125518026,125521055,607,125559016,125561016,Slc35f5,.,+,37962
chr1,125525031,125528560,608,125559016,125561016,Slc35f5,.,+,30457
chr1,125537486,125541107,609,125559016,125561016,Slc35f5,.,+,17910
chr1,125548165,125552776,610,125559016,125561016,Slc35f5,.,+,6241
chr1,125558593,125562991,611,125559016,125561016,Slc35f5,.,+,0
chr1,125661634,125663947,612,125674996,125676996,Gpr39,.,+,11050
chr1,125676130,125678997,613,125674996,125676996,Gpr39,.,+,0
chr1,125692371,125695764,614,125674996,125676996,Gpr39,.,+,15376
chr1,125699238,125702918,615,125674996,125676996,Gpr39,.,+,22243
chr1,126592590,126594303,616,126830632,126832632,Nckap5,.,-,236330
chr1,126602925,126605805,617,126830632,126832632,Nckap5,.,-,224828
chr1,126608078,126610339,618,126830632,126832632,Nckap5,.,-,220294
chr1,126649449,126654679,619,126830632,126832632,Nckap5,.,-,175954
chr1,126673352,126679131,620,126830632,126832632,Nckap5,.,-,151502
chr1,126718667,126720073,621,126830632,126832632,Nckap5,.,-,110560
chr1,126720113,126721300,622,126830632,126832632,Nckap5,.,-,109333
chr1,126735881,126738944,623,126830632,126832632,Nckap5,.,-,91689
chr1,126749111,126750664,624,126830632,126832632,Nckap5,.,-,79969
chr1,127204025,127209920,625,127202986,127204986,Mgat5,.,+,0
chr1,127213964,127214621,626,127202986,127204986,Mgat5,.,+,8979
chr1,127246352,127252850,627,127202986,127204986,Mgat5,.,+,41367
chr1,127257296,127258449,628,127202986,127204986,Mgat5,.,+,52311
chr1,127269743,127270302,629,127202986,127204986,Mgat5,.,+,64758
chr1,127275045,127276837,630,127202986,127204986,Mgat5,.,+,70060
chr1,127351758,127352900,631,127202986,127204986,Mgat5,.,+,146773
chr1,127395236,127399813,632,127202986,127204986,Mgat5,.,+,190251
chr1,127773171,127776940,633,127772164,127774164,Ccnt2,.,+,0
chr1,127868407,127870216,634,127866773,127868773,Rab3gap1,.,+,0
chr1,128101918,128104671,635,128101306,128103306,R3hdm1,.,+,0
chr1,128243553,128245609,636,128242181,128244181,Ubxn4,.,+,0
chr1,128326359,128327982,637,128328318,128330318,Lct,.,-,337
chr1,128358966,128359735,638,128359656,128361656,Mcm6,.,-,0
chr1,128415717,128417949,639,128417416,128419416,Dars,.,-,0
chr1,129910519,129911457,640,130422999,130424999,Daf2,.,-,511543
chr1,130421256,130423344,641,130422999,130424999,Daf2,.,-,0
chr1,130460685,130465135,642,130462740,130464740,Cd55,.,-,0
chr1,130483815,130488257,643,130462740,130464740,Cd55,.,-,19076
chr1,130525212,130527330,644,130462740,130464740,Cd55,.,-,60473
chr1,130680991,130683645,645,130681571,130683571,C4bp-ps1,.,-,0
chr1,130714383,130718945,646,130715327,130717327,Yod1,.,+,0
chr1,130731866,130736302,647,130729976,130731976,AA986860,.,+,0
chr1,130737750,130739644,648,130729976,130731976,AA986860,.,+,5775
chr1,130759011,130762963,649,130729976,130731976,AA986860,.,+,27036
chr1,130763033,130765427,650,130729976,130731976,AA986860,.,+,31058
chr1,130797106,130799458,651,130798902,130800902,Fcamr,.,+,0
chr1,130819868,130820535,652,130824684,130826684,Pigr,.,+,4150
chr1,130825959,130830244,653,130824684,130826684,Pigr,.,+,0
chr1,131071644,131073491,654,131097543,131099543,Mapkapk2,.,-,24053
chr1,131095724,131098242,655,131097543,131099543,Mapkapk2,.,-,0
chr1,131123012,131124975,656,131138234,131140234,Dyrk3,.,-,13260
chr1,131137291,131140072,657,131138234,131140234,Dyrk3,.,-,0
chr1,131152753,131154424,658,131151207,131153207,Eif2d,.,+,0
chr1,131274423,131276282,659,131279563,131281563,Ikbke,.,-,3282
chr1,131277736,131281343,660,131279563,131281563,Ikbke,.,-,0
chr1,131525545,131527682,661,131525989,131527989,Fam72a,.,+,0
chr1,131797115,131800306,662,131795395,131797395,Pm20d1,.,+,0
chr1,131827319,131829052,663,131826012,131828012,Slc41a1,.,+,0
chr1,131867099,131868301,664,131865277,131867277,Rab7l1,.,+,0
chr1,131909599,131912806,665,131908458,131910458,Nucks1,.,+,0
chr1,131940098,131942206,666,131960967,131962967,Slc45a3,.,+,18762
chr1,131991473,131994287,667,132005605,132007605,Elk4,.,+,11319
chr1,132005174,132013045,668,132005605,132007605,Elk4,.,+,0
chr1,132053887,132056849,669,132068062,132070062,Mfsd4,.,-,11214
chr1,132060129,132062948,670,132068062,132070062,Mfsd4,.,-,5115
chr1,132066846,132068537,671,132068062,132070062,Mfsd4,.,-,0
chr1,132125113,132126957,672,132139685,132141685,Cdk18,.,-,12729
chr1,132137559,132140470,673,132139685,132141685,Cdk18,.,-,0
chr1,132149177,132154089,674,132139685,132141685,Cdk18,.,-,7493
chr1,132316067,132318327,675,132314125,132316125,Nuak2,.,+,0
chr1,132326208,132328763,676,132314125,132316125,Nuak2,.,+,10084
chr1,132416801,132418710,677,132415453,132417453,Dstyk,.,+,0
chr1,132476350,132478484,678,132475367,132477367,Rbbp5,.,+,0
chr1,133023813,133026598,679,133025348,133027348,Mdm4,.,-,0
chr1,133032816,133034483,680,133025348,133027348,Mdm4,.,-,5469
chr1,133044848,133048655,681,133044012,133046012,Pik3c2b,.,+,0
chr1,133055686,133059898,682,133044012,133046012,Pik3c2b,.,+,9675
chr1,133081697,133087889,683,133044012,133046012,Pik3c2b,.,+,35686
chr1,133090084,133095054,684,133129166,133131166,Ppp1r15b,.,+,34113
chr1,133117538,133119087,685,133129166,133131166,Ppp1r15b,.,+,10080
chr1,133123400,133125166,686,133129166,133131166,Ppp1r15b,.,+,4001
chr1,133127986,133135357,687,133129166,133131166,Ppp1r15b,.,+,0
chr1,133145482,133146974,688,133129166,133131166,Ppp1r15b,.,+,14317
chr1,133160643,133166657,689,133129166,133131166,Ppp1r15b,.,+,29478
chr1,133176063,133179750,690,133129166,133131166,Ppp1r15b,.,+,44898
chr1,133187837,133194560,691,133244097,133246097,Plekha6,.,+,49538
chr1,133204455,133205861,692,133244097,133246097,Plekha6,.,+,38237
chr1,133212002,133215029,693,133244097,133246097,Plekha6,.,+,29069
chr1,133253510,133256507,694,133244097,133246097,Plekha6,.,+,7414
chr1,133264824,133266426,695,133269808,133271808,Gm19461,.,-,3383
chr1,133284652,133288001,696,133269808,133271808,Gm19461,.,-,12845
chr1,133308066,133312476,697,133307823,133309823,Golt1a,.,+,0
chr1,133343867,133349099,698,133348566,133350566,Ren2,.,+,0
chr1,133420429,133426375,699,133424212,133426212,Sox13,.,-,0
chr1,133430489,133433201,700,133424212,133426212,Sox13,.,-,4278
chr1,133436944,133439076,701,133424212,133426212,Sox13,.,-,10733
chr1,133450315,133454902,702,133424212,133426212,Sox13,.,-,24104
chr1,133527385,133529190,703,133610280,133612280,Snrpe,.,-,81091
chr1,133594243,133596530,704,133610280,133612280,Snrpe,.,-,13751
chr1,133608691,133610516,705,133610280,133612280,Snrpe,.,-,0
chr1,133617031,133619348,706,133610280,133612280,Snrpe,.,-,4752
chr1,133659284,133662229,707,133660885,133662885,Zbed6,.,-,0
chr1,133668556,133671806,708,133661380,133663380,Zc3h11a,.,-,5177
chr1,133684230,133686833,709,133690016,133692016,Lax1,.,-,3184
chr1,133881683,133884018,710,133907999,133909999,Optc,.,-,23982
chr1,134054114,134057838,711,134035515,134037515,Fmod,.,+,16600
chr1,134070349,134071569,712,134079155,134081155,Btg2,.,-,7587
chr1,134075181,134080322,713,134079155,134081155,Btg2,.,-,0
chr1,134084414,134089501,714,134079155,134081155,Btg2,.,-,3260
chr1,134091421,134094278,715,134079155,134081155,Btg2,.,-,10267
chr1,134098566,134099375,716,134109242,134111242,Chit1,.,+,9868
chr1,134204815,134207040,717,134191448,134193448,Mybph,.,+,11368
chr1,134216680,134218360,718,134235431,134237431,Adora1,.,-,17072
chr1,134293039,134294334,719,134288004,134290004,Myog,.,+,3036
chr1,134298530,134299648,720,134288004,134290004,Myog,.,+,8527
chr1,134356370,134362952,721,134361999,134363999,Tmem183a,.,-,0
chr1,134405447,134407042,722,134403990,134405990,Cyb5r1,.,+,0
chr1,134413965,134417345,723,134413467,134415467,Adipor1,.,+,0
chr1,134454511,134456567,724,134453555,134455555,Klhl12,.,+,0
chr1,134493586,134496993,725,134492660,134494660,Rabif,.,+,0
chr1,134512814,134514053,726,134492660,134494660,Rabif,.,+,18155
chr1,134518694,134524812,727,134547022,134549022,4931440L10Rik,.,-,22211
chr1,134559350,134562115,728,134558178,134560178,Kdm5b,.,+,0
chr1,134606872,134609865,729,134644681,134646681,Syt2,.,+,34817
chr1,134954722,134956400,730,134955940,134957940,Ppp1r12b,.,-,0
chr1,134962289,134963704,731,134960577,134962577,Ube2t,.,+,0
chr1,135146114,135148716,732,135144834,135146834,Arl8a,.,+,0
chr1,135178907,135182393,733,135167681,135169681,Gpr37l1,.,-,9227
chr1,135182528,135184203,734,135167681,135169681,Gpr37l1,.,-,12848
chr1,135198010,135198991,735,135167681,135169681,Gpr37l1,.,-,28330
chr1,135199124,135199791,736,135167681,135169681,Gpr37l1,.,-,29444
chr1,135205035,135205454,737,135167681,135169681,Gpr37l1,.,-,35355
chr1,135216724,135218398,738,135258472,135260472,Elf3,.,-,40075
