peak,chr,chromStart,chromEnd,Name,Start_b,End_b,Name_b,Strand,Distance,CV_amplitude,CV_phase,CV_mean,CV_pvalue,CV_qvalue,CV_fdr_BH,GF_amplitude,GF_phase,GF_mean,GF_pvalue,GF_qvalue,GF_fdr_BH
chr1_52725904_52728505,chr1,52725904,52728505,194,52727318,52729318,Mfsd6,-,0,19.102865099,9.58651845925,104.500694715,0.295654855076,0.00651096802535,0.34928073569,48.252407881,3.41907347103,110.519487697,0.447908314347,0.541445479813,0.894427172188
chr1_52806620_52810829,chr1,52806620,52810829,196,52817688,52819688,Inpp1,-,6860,4.43125716977,12.8416530065,61.5418390985,0.220502771632,0.00529008491388,0.283786488182,37.8164220178,3.27567453551,89.8842903352,0.438792649933,0.541445479813,0.894427172188
chr1_52816729_52818302,chr1,52816729,52818302,197,52817688,52819688,Inpp1,-,0,3.09919907247,10.2795926219,40.7621585118,0.815194509623,0.0153479349739,0.823339632158,22.0453220672,0.791460846501,53.4114599485,0.670600422827,0.541445479813,0.894427172188
chr1_52844050_52846501,chr1,52844050,52846501,198,52843046,52845046,Hibch,+,0,7.86605969643,7.07543857803,61.6282095006,0.349354343289,0.00738041445002,0.395922169908,22.7121206562,1.62039540878,71.2686930289,0.784943490947,0.541445479813,0.894427172188
chr1_52952154_52953294,chr1,52952154,52953294,199,52952840,52954840,1700019D03Rik,-,0,6.75742334071,9.08625874478,36.5666895317,0.570584551398,0.0111104783666,0.5960213662,14.4869444693,1.14780170794,41.279456307,0.729405587667,0.541445479813,0.894427172188
chr1_53296024_53298302,chr1,53296024,53298302,200,53295095,53297095,Ormdl1,+,0,11.7816673144,11.4030676493,71.8593365867,0.0763146106513,0.00294404254973,0.157933097454,27.4955859803,1.51975815004,81.6471817497,0.774841678568,0.541445479813,0.894427172188
chr1_53312868_53314873,chr1,53312868,53314873,201,53311663,53313663,Osgepl1,+,0,23.2519257752,11.3789216883,70.327729632,0.00311891391722,0.000736423815811,0.0395054393086,28.7876869097,1.89441862344,81.026356515,0.808652196543,0.541445479813,0.894427172188
chr1_53351333_53353068,chr1,53351333,53353068,202,53352699,53354699,Asnsd1,-,0,9.31396481247,14.2757712365,42.2872378914,0.200323069499,0.00496591581115,0.266396443837,17.0745976029,1.64961454828,49.7655083146,0.78772608139,0.541445479813,0.894427172188
chr1_53714981_53717511,chr1,53714981,53717511,203,53706784,53708784,Dnahc7a,-,6198,18.6192432334,15.3146477242,60.3532080944,0.0382882377562,0.00220597885534,0.118339686896,20.4865455597,2.03179900912,68.0044501485,0.818734305755,0.541445479813,0.894427172188
chr1_53779278_53785910,chr1,53779278,53785910,205,53785215,53787215,Stk17b,-,0,70.694754409,13.0146178589,236.779581649,0.0529115429561,0.00252762659394,0.135594472718,74.2383612875,2.12463522533,242.769774176,0.824957311464,0.541445479813,0.894427172188
chr1_53792984_53799283,chr1,53792984,53799283,206,53785215,53787215,Stk17b,-,5770,27.7078814934,14.0445707387,102.104435973,0.0172408604649,0.0015556710959,0.0834539415262,39.7635684397,1.95007750677,146.062109691,0.812868738552,0.541445479813,0.894427172188
chr1_54438087_54439490,chr1,54438087,54439490,212,54438971,54440971,Gtf3c3,-,0,7.95141357545,12.6052962666,48.5174091046,0.361353214386,0.00757537016518,0.406380564935,17.7632765373,0.993424833677,52.6328346149,0.706049772571,0.541445479813,0.894427172188
chr1_54556528_54558256,chr1,54556528,54558256,213,54557684,54559684,Pgap1,-,0,11.670811799,11.8044938194,43.7469389491,0.0228967572965,0.00176214664933,0.0945303180228,14.9549651138,1.52712828589,48.0538065934,0.775609715431,0.541445479813,0.894427172188
chr1_54925275_54927182,chr1,54925275,54927182,216,54926387,54928387,Ankrd44,-,0,14.9234530167,10.1300473075,58.2491700697,0.181298151401,0.00465530318196,0.249733636216,15.2364572166,1.76779681803,50.9277792378,0.798338437573,0.541445479813,0.894427172188
chr1_55025139_55032044,chr1,55025139,55032044,217,55027478,55029478,Sf3b1,-,0,75.2203530918,12.2142192443,265.037695284,0.0649929246803,0.002741561945,0.147071029893,83.5921337787,1.55062230626,273.329246554,0.778027618924,0.541445479813,0.894427172188
chr1_55051703_55054255,chr1,55051703,55054255,218,55050770,55052770,Coq10b,+,0,37.4524757647,12.2403092284,121.338663984,0.0655510655301,0.00275426302309,0.147752378946,37.4072243113,3.66453240732,120.477166877,0.882769042384,0.541445479813,0.894427172188
chr1_55084886_55090563,chr1,55084886,55090563,219,55086148,55088148,Hspe1,+,0,86.3215040453,12.7978336661,270.138646312,0.0536197848245,0.00254220800179,0.13637669202,44.8311917005,3.17486941203,197.205318325,0.871365899508,0.541445479813,0.894427172188
chr1_55130304_55133745,chr1,55130304,55133745,220,55129245,55131245,Mob4,+,0,45.061037718,10.805020499,141.768637269,0.0466051919878,0.00238412831937,0.127896510953,47.7327293566,2.75474667736,163.236544946,0.857172662515,0.541445479813,0.894427172188
chr1_55236394_55239884,chr1,55236394,55239884,223,55235177,55237177,Mars2,+,0,11.5362055968,12.0872683246,76.5864839049,0.108361878326,0.00348441714459,0.186921480642,32.4494935303,1.44947592015,99.656857629,0.76728196536,0.541445479813,0.894427172188
chr1_56970450_56975028,chr1,56970450,56975028,227,56969469,56971469,9130024F11Rik,+,0,39.362005928,11.225851385,157.442982876,0.0847181607589,0.00308753528044,0.165630761819,63.1137550635,1.48156558533,181.6438405,0.770787229361,0.541445479813,0.894427172188
chr1_57376985_57378720,chr1,57376985,57378720,228,57375620,57377620,1700066M21Rik,+,0,10.5826273854,9.32105015656,51.9729469349,0.0778372414349,0.00296269483197,0.158933698723,15.4431327675,3.10161670974,62.5435195824,0.869219716376,0.541445479813,0.894427172188
chr1_57405400_57408041,chr1,57405400,57408041,229,57404548,57406548,9430016H08Rik,+,0,42.3904309099,9.96116404503,125.665071512,0.0162602686693,0.00152270547287,0.081685501408,53.8640632728,1.30855499513,128.018846281,0.750753177152,0.541445479813,0.894427172188
chr1_57969114_57970427,chr1,57969114,57970427,232,57970084,57972084,Kctd18,-,0,8.31177055792,9.88329109266,43.3950837198,0.436873882037,0.00883584807269,0.4739988744,15.0559987281,2.17507768245,45.4339009574,0.296011681781,0.541445479813,0.894427172188
chr1_57995279_57997048,chr1,57995279,57997048,233,57983340,57985340,Sgol2,+,9940,8.01508818573,10.3076618631,45.8901255029,0.450020398485,0.00905742478603,0.485885352286,18.1705817644,2.81295521841,42.4830021932,0.38917026782,0.541445479813,0.894427172188
chr1_58391499_58394726,chr1,58391499,58394726,238,58391136,58393136,Bzw1,+,0,45.5753914501,10.3308726172,206.178801753,0.376500118328,0.00782066950385,0.419539642532,76.6097946754,1.74321568384,207.185759825,0.796212994612,0.541445479813,0.894427172188
chr1_58422358_58424642,chr1,58422358,58424642,239,58424088,58426088,Clk1,-,0,40.9323413463,9.47713899785,153.909583227,0.0924722751193,0.00322201693465,0.172845027185,61.5227523225,1.20173623109,149.580018991,0.736885936458,0.541445479813,0.894427172188
chr1_58444576_58446541,chr1,58444576,58446541,240,58445486,58447486,Ppil3,-,0,9.79632288577,12.3492715415,62.7246808843,0.179913152794,0.00462960644505,0.248355135332,16.5236388416,1.9163742846,65.9622559708,0.810337642649,0.541445479813,0.894427172188
chr1_58503859_58505695,chr1,58503859,58505695,241,58504919,58506919,Orc2,-,0,6.84096503369,9.13722341014,39.2887386471,0.219063082102,0.00526404875236,0.282389778874,11.0205611101,1.19895123357,48.7907548704,0.736507790549,0.541445479813,0.894427172188
chr1_58584134_58587827,chr1,58584134,58587827,242,58584599,58586599,Ndufb3,+,0,32.0845434645,11.6894708227,128.47568498,0.0587722046485,0.00263674529789,0.141448143177,51.4644241434,1.96524260959,154.401927038,0.813985884386,0.541445479813,0.894427172188
chr1_58652169_58653778,chr1,58652169,58653778,245,58650641,58652641,Gm20257,+,0,23.4992852235,12.6298348921,70.3278202424,0.0461130904606,0.00237877282991,0.12760921584,29.9155572205,1.82684992685,85.846021398,0.803277636247,0.541445479813,0.894427172188
chr1_58688571_58694242,chr1,58688571,58694242,247,58695989,58697989,Als2cr12,-,1748,39.774173079,11.0957896635,187.837339349,0.0368147460549,0.00216197450622,0.115979074561,62.2326366307,2.47319751214,223.219686016,0.844692959683,0.541445479813,0.894427172188
chr1_58699773_58701257,chr1,58699773,58701257,248,58695989,58697989,Als2cr12,-,1785,10.0910434755,14.3720403533,35.7924637812,0.040992654789,0.00226528986273,0.121521424575,20.1775082228,2.52960688194,39.3381211523,0.351439459814,0.541445479813,0.894427172188
chr1_58709891_58712803,chr1,58709891,58712803,249,58711286,58713286,Cflar,+,0,45.1614680823,12.5622871618,189.851910627,0.178183039557,0.00460435589417,0.247000570089,65.4206073308,1.92870042073,200.05903494,0.811271141792,0.541445479813,0.894427172188
chr1_58712821_58714932,chr1,58712821,58714932,250,58711286,58713286,Cflar,+,0,32.740608642,11.6890516086,111.10700964,0.0281519292928,0.00192889556947,0.103475560155,42.9143180728,2.10854878684,138.644059787,0.823911089503,0.541445479813,0.894427172188
chr1_58787257_58789621,chr1,58787257,58789621,253,58793374,58795374,Casp8,+,3754,11.6407102958,15.0962474401,40.4188071503,0.0171523476869,0.00155184483806,0.083248682009,29.7274965237,3.20545683035,50.5461626595,0.428249496783,0.541445479813,0.894427172188
chr1_58794002_58798562,chr1,58794002,58798562,254,58793374,58795374,Casp8,+,0,62.5612212712,11.8578106044,210.620271473,0.144154141004,0.00406603347649,0.218122275901,71.3288579597,1.46177997018,208.388967769,0.768636813158,0.541445479813,0.894427172188
chr1_58801250_58805394,chr1,58801250,58805394,255,58793374,58795374,Casp8,+,5877,38.5856540479,15.4659024015,144.718010222,0.244588912901,0.00568566765724,0.305007515699,53.0327767486,1.33567355921,150.199573237,0.754083932741,0.541445479813,0.894427172188
chr1_58971960_58975015,chr1,58971960,58975015,257,58971571,58973571,Stradb,+,0,27.1219960239,11.0717364769,121.23125891,0.0477047639275,0.0024094959866,0.129257358901,46.8460359038,1.7471779339,133.352031446,0.79655842117,0.541445479813,0.894427172188
chr1_59119527_59120968,chr1,59119527,59120968,258,59120096,59122096,Als2cr4,-,0,7.60321928687,12.4972257004,40.5748014558,0.112698784806,0.00356153930192,0.191058697066,20.9687152056,1.29752393942,48.2115612885,0.749376945469,0.541445479813,0.894427172188
chr1_59124405_59126579,chr1,59124405,59126579,259,59120096,59122096,Als2cr4,-,2310,10.8128669667,15.9726480562,29.6024696951,0.00663018549245,0.00101066940235,0.0542173377319,11.8299736217,1.33185865475,45.2439220927,0.753619849106,0.541445479813,0.894427172188
chr1_59236253_59239361,chr1,59236253,59239361,263,59237231,59239231,Als2,-,0,20.6346707906,7.681912716,89.8395358582,0.152317280164,0.00419268909434,0.224916713719,35.095799921,1.7326454575,109.75974362,0.795286122872,0.541445479813,0.894427172188
chr1_59474518_59477175,chr1,59474518,59477175,266,59480147,59482147,Fzd7,+,2973,14.3813539226,15.4422894355,41.462615714,0.219766378983,0.0052775228006,0.283112593893,19.7647191611,1.37917048222,49.2506982962,0.759273969684,0.541445479813,0.894427172188
chr1_59482127_59483172,chr1,59482127,59483172,267,59480147,59482147,Fzd7,+,0,9.33903245798,10.676362205,29.8109416388,0.00360831152356,0.000777241471793,0.0416951015609,18.8621483975,2.9939601859,39.3088238019,0.407056934873,0.541445479813,0.894427172188
chr1_59519540_59521292,chr1,59519540,59521292,268,59514264,59516264,Gm973,+,3277,16.2549641574,13.0286891176,30.6294447135,0.000977637231225,0.000438605355693,0.0235289746037,16.4787408118,1.40892289223,39.3584622103,0.762719057773,0.541445479813,0.894427172188
chr1_59668225_59672154,chr1,59668225,59672154,269,59670834,59672834,Sumo1,-,0,58.8448153265,12.6302580718,179.149079783,0.0168822927632,0.00154271246781,0.0827587762088,65.6618178525,1.47559020246,188.491606395,0.77014143437,0.541445479813,0.894427172188
chr1_59683808_59686821,chr1,59683808,59686821,270,59683006,59685006,Nop58,+,0,20.5945805064,15.1405114558,95.7019992571,0.0320342098329,0.00204130184884,0.109505592525,43.2528110162,1.24570781767,110.010345573,0.74274255433,0.541445479813,0.894427172188
chr1_59696792_59699674,chr1,59696792,59699674,271,59702808,59704808,Snord11,+,3135,10.530833847,13.3922329604,64.4019573015,0.0621421037781,0.00269766125119,0.144715978145,32.4665228808,1.28205490655,84.3275972249,0.747425882175,0.541445479813,0.894427172188
chr1_59762103_59767096,chr1,59762103,59767096,272,59762637,59764637,Bmpr2,+,0,30.3010875194,11.7612639147,145.910736365,0.094804825129,0.00326334152042,0.175061883674,58.8017563839,1.00014633188,173.255632719,0.707130239501,0.541445479813,0.894427172188
chr1_59911434_59915315,chr1,59911434,59915315,273,59911006,59913006,Fam117b,+,0,28.2312946599,8.5440571805,135.095451557,0.216295221673,0.00522160973744,0.280113138857,41.7751528013,2.19695505999,139.884682777,0.829502078591,0.541445479813,0.894427172188
chr1_60096726_60099558,chr1,60096726,60099558,274,60096281,60098281,Carf,+,0,19.3475161135,9.85163397388,81.5886935714,0.0935729461314,0.00323922199177,0.173767992093,31.3792311748,1.77129276221,99.6179676751,0.798637348896,0.541445479813,0.894427172188
chr1_60179201_60182547,chr1,60179201,60182547,275,60178599,60180599,Nbeal1,+,0,37.49530784,11.6672058034,126.231864724,0.030096632441,0.00198150762811,0.106297932877,49.6896307268,2.0600747348,145.872821816,0.820677770831,0.541445479813,0.894427172188
chr1_60342599_60344246,chr1,60342599,60344246,276,60341372,60343372,Cyp20a1,+,0,6.0427411353,7.16462714464,35.1610605157,0.263695946105,0.0060004811858,0.321895680475,15.7639610714,2.99105248858,37.0695872672,0.406587747777,0.541445479813,0.894427172188
chr1_60562839_60569994,chr1,60562839,60569994,277,60566765,60568765,Raph1,-,0,48.7175510368,10.430497919,201.805532838,0.0615675694999,0.00268711918105,0.144150449025,70.1527001644,1.35245500143,224.323625795,0.756108238862,0.541445479813,0.894427172188
chr1_60578646_60581013,chr1,60578646,60581013,278,60566765,60568765,Raph1,-,9882,28.6186771808,13.5385111377,93.424347961,0.0831585841831,0.00305950240062,0.164126938602,36.6256576081,1.41452591835,103.70778232,0.763358520891,0.541445479813,0.894427172188
chr1_61637996_61640011,chr1,61637996,61640011,287,61636824,61638824,Pard3b,+,0,14.0920088487,11.033091814,62.855847975,0.197033634562,0.00490696611269,0.263234088567,32.128208503,0.909423632238,73.8382180316,0.692024840518,0.541445479813,0.894427172188
chr1_63112157_63116320,chr1,63112157,63116320,292,63112471,63114471,Gm11602,+,0,80.1410519861,9.72561932825,277.94153356,0.0452416553352,0.00236311379134,0.126769187061,95.4321669319,2.09261550682,290.447157949,0.82286179368,0.541445479813,0.894427172188
chr1_63175200_63178889,chr1,63175200,63178889,294,63174831,63176831,Eef1b2,+,0,37.5639696214,10.2232343725,170.959295626,0.0846597062246,0.00308734909191,0.16562077374,61.6432042399,1.37640838722,184.154914212,0.758949867849,0.541445479813,0.894427172188
chr1_63730113_63731496,chr1,63730113,63731496,296,63728625,63730625,Fastkd2,+,0,8.88472901115,9.5256776393,35.5316382029,0.138410546216,0.00397802501577,0.213401063972,6.79207231549,4.49485270423,39.8969191175,0.892848664491,0.541445479813,0.894427172188
chr1_64119829_64123104,chr1,64119829,64123104,297,64121389,64123389,Klf7,-,0,58.307232361,10.278715371,203.620126123,0.084987741611,0.00309022481723,0.165775041961,75.2419101162,2.12518050443,213.010255224,0.824992545433,0.541445479813,0.894427172188
chr1_64530359_64535514,chr1,64530359,64535514,300,64530804,64532804,Creb1,+,0,63.4705681907,10.5152949349,259.944160753,0.0865951136429,0.00311798013207,0.167263975212,79.5413064438,1.87283755185,256.90064263,0.806966751923,0.541445479813,0.894427172188
chr1_64616336_64618686,chr1,64616336,64618686,301,64617168,64619168,Mettl21a,-,0,20.6820343211,11.8210303932,87.8880387588,0.0951276092031,0.00326797335898,0.175310358551,27.5717429256,1.66043834769,95.2495859169,0.788740368457,0.541445479813,0.894427172188
chr1_64689521_64693352,chr1,64689521,64693352,302,64689345,64691345,Ccnyl1,+,0,16.4760779267,12.5823445412,92.8747513246,0.0594278234146,0.00265080720385,0.142202493811,35.9849195836,1.00507889993,110.367234404,0.707919307471,0.541445479813,0.894427172188
chr1_64735440_64737715,chr1,64735440,64737715,303,64737750,64739750,Fzd5,-,36,35.5502068428,10.7085390853,122.13615713,0.0634110754691,0.00271851527982,0.145834692049,44.0183475868,1.15111006337,115.516425467,0.729874107296,0.541445479813,0.894427172188
chr1_64742170_64743891,chr1,64742170,64743891,304,64737750,64739750,Fzd5,-,2421,17.0841087359,11.0012047033,68.4493723017,0.0162498666517,0.00152217426144,0.0816570045828,19.391771597,4.295404603,76.0759279127,0.891329544858,0.541445479813,0.894427172188
chr1_64955688_64957109,chr1,64955688,64957109,310,64956824,64958824,Plekhm3,-,0,2.63979333774,13.3638915136,33.9107252567,0.766719357172,0.0145018886048,0.777953493404,10.7374750241,3.01892859216,39.7165529202,0.411069810654,0.541445479813,0.894427172188
chr1_65111761_65113303,chr1,65111761,65113303,312,65103363,65105363,Cryga,-,6399,4.11070381534,12.2378735049,31.0014272719,0.130917441117,0.00385139253209,0.206607867187,14.6897176653,2.90168805556,34.5844625531,0.404032904138,0.541445479813,0.894427172188
chr1_65116152_65120897,chr1,65116152,65120897,313,65123193,65125193,D630023F18Rik,-,2297,15.2605803031,9.57627729178,95.4156779858,0.0419356578895,0.00228793053054,0.122735982699,45.2575257631,1.22917105269,126.640912566,0.740564904691,0.541445479813,0.894427172188
chr1_65128027_65132041,chr1,65128027,65132041,314,65123193,65125193,D630023F18Rik,-,2835,19.1001832451,13.6999576168,74.8866005247,0.0187472008314,0.00161215678703,0.0864841151775,36.205764001,1.23735317523,112.283731633,0.741646083065,0.541445479813,0.894427172188
chr1_65175234_65180053,chr1,65175234,65180053,315,65184685,65186685,Pikfyve,+,4633,43.3795802112,13.3609232433,158.023270569,0.0034161531162,0.000758647868717,0.0406976481352,53.0869368068,1.8164432418,163.953020288,0.80242397275,0.541445479813,0.894427172188
chr1_65185740_65187699,chr1,65185740,65187699,316,65184685,65186685,Pikfyve,+,0,16.8071567579,10.1090186291,58.9763959013,0.000467864444427,0.000316077863976,0.016955990021,20.9838556629,3.1999456429,67.4840478687,0.427412238209,0.541445479813,0.894427172188
